energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,nova_group,nutrition_score,fruits_veg_nuts_percent,brands,code,product_name
212.5,,0.0,,12.5,4.875,25.0,,0.28125,0.1125,1.0,4.0,0.0,Charal,3181232519137,Steak haché Charal authentique
498.0,2059.0,3.0,2.5,46.0,18.0,18.0,,3.6,1.44,4.0,33.0,5.5,Cesar Moroni,3181450100599,CHORIZO Doux
65.0,275.0,11.0,11.0,1.0,0.5,3.0,,0.13,0.052,4.0,9.0,0.0,Cacolac,3181550000126,CACOLAC NATURE BOÎTE 25 CL
52.0,,11.0,0.5,0.5,0.1,1.8,0.6,0.75,0.3,4.0,3.0,0.375,Tanoshi,3229820794723,Ramen saveur poulet teriyaki
28.0,,2.6,2.3,1.2,0.2,1.8,0.5,0.075,0.03,4.0,2.0,2.0,Bjorg,3229820796550,Amande protéines
389.0,1645.0,76.1,7.9,3.4,0.3,11.1,4.6,1.49,0.596,4.0,11.0,2.20833333333333,"Chabrior, Intermarché",3250390005643,Biscottes nature
533.0,,51.0,47.0,32.0,20.0,6.6,7.5,0.0,0.0,4.0,24.0,0.0,"Intermarché, Ivoria",3250390009153,Chocolat noir dessert
357.0,1513.0,74.5,0.0,2.6,0.4,7.7,2.5,0.01,0.004,1.0,-2.0,0.0,Saint Eloi,3250391418107,SAINT ELOI riz complet cuisson 10 mn étui 500gr
231.0,964.0,38.0,5.2,3.6,0.3,8.6,6.1,1.1,0.44,4.0,2.0,2.8,"Chabrior, intermarché",3250391785216,Cœur mie complet 500g
118.0,498.0,0.0,0.0,1.5,0.8,26.0,0.0,1.2,0.48,3.0,-1.0,0.0,U,3256225454945,Thon listao au naturel pêché ligne 140g
496.0,2078.0,62.0,24.0,23.0,7.1,7.1,6.5,0.44,0.176,4.0,17.0,0.0,Le Moulin du Pivert,3268350120558,P'tit déj bio céréales et chocolat
0.0,0.0,41.0,34.0,38.0,17.0,11.0,7.0,0.03,0.012,4.0,15.0,25.0,Carrefour,3270190117209,Noir amandes entieres
377.0,1566.0,1.0,0.5,29.0,20.0,28.0,0.5,0.7,0.28,4.0,10.0,0.0,Carrefour,3270190207689,Emmental râpé fondant
77.0,,11.0,10.0,2.0,0.3,3.7,0.3,0.2,0.08,4.0,1.0,10.0,Sojasun,3273220083000,Sojasun citron
312.0,,8.0,0.9,26.6,3.5,7.6,,0.9,0.36,3.0,6.0,49.0,L'atelier Blini,3292070008551,Houmous bio
111.0,463.0,10.0,2.7,5.0,2.4,5.7,1.4,0.67,0.268,4.0,3.0,55.78875,Fleury Michon,3302740975103,Poulet & Purée de Courgettes pointe de crème fraîche
526.0,2190.0,46.8,0.6,34.0,2.8,5.9,4.5,1.3,0.52,3.0,12.0,0.0,Vico,3336971110170,Vico Extra Craquantes
245.0,1011.0,3.6,3.0,23.0,16.0,5.8,,1.3,0.52,4.0,17.0,2.4,"Le Fromage Fouetté Madame Loïk, Paysan Breton",3412290070583,Fromage tartinable ail et fines herbes
132.0,553.0,15.0,2.5,3.9,1.4,7.6,3.1,0.7,0.28,3.0,7.0,30.2296875,Jardin bio,3456300005837,Quinotto Légumes verts Parmesan
52.0,216.0,6.2,6.1,1.7,0.4,1.6,2.6,1.17,0.468,3.0,1.0,97.66,"Jardin Bio, Jardin biologique, Léa Nature",3478820023641,Sauce tomate Basilic Jardin BIO
47.0,198.0,11.0,11.0,0.0,0.0,0.1,0.6,0.0,0.0,1.0,8.0,75.0,Tropicana,3502110005670,Tropicana Pommes pressées Pink Lady 1 L
47.0,197.0,4.0,4.0,1.0,1.0,3.3,,0.1,0.04,1.0,-1.0,0.0,Candia,3533631835002,GrandLait Bio
,,,,,,,,,,2.0,19.0,0.0,"Carrefour BIO,Carrefour",3560070672707,Miel de fleurs liquide
369.0,1532.0,0.0,0.0,29.0,21.0,27.0,0.0,0.83,0.332,3.0,11.0,0.0,"CARREFOUR CLASSIC', Carrefour",3560071178345,EMMENTAL Râpé
85.0,358.0,11.0,0.5,0.7,0.1,5.5,6.5,0.7,0.28,3.0,-7.0,85.4852562267392,"Marque Repère, Notre Jardin",3564700005026,Flageolets verts extra fins
450.0,1850.0,0.5,0.5,50.0,13.0,0.5,0.0,0.4,0.16,4.0,8.0,19.0,"Marque Repère, NAT&vie",3564700573631,Tartine et cuisson Oméga3
379.0,1602.0,73.0,67.0,3.6,2.2,8.2,11.0,0.1,0.04,4.0,,0.0,"Bio Village, Marque Repère",3564707128032,Poudre cacaotée bio 32% de cacao Max Havelaar
310.0,1309.0,51.0,12.0,7.0,2.3,9.5,,1.1,0.44,4.0,13.0,3.86836080586081,La Fournée dorée,3587220002306,Brioch'Burger
286.0,1206.0,48.0,2.4,6.3,0.6,7.6,3.5,1.1,0.44,4.0,4.0,0.0,Bien,3760049794380,Pain de mie grandes tranches nature sans sucres ajoutés 500G
309.0,1298.0,47.0,5.5,8.5,0.7,8.8,4.4,1.2,0.48,4.0,4.0,0.0,Bien,3760049794397,Pain mie sandwich bio* cereales 500g
150.0,628.0,3.0,3.0,12.0,8.4,7.5,,0.000875,0.00035,4.0,6.0,0.0,Casa Azzurra,3760056260519,Ricotta
442.0,1846.0,66.0,0.0,19.0,3.3,6.5,6.3,0.39,0.156,4.0,4.0,5.43583333333333,"Karelea, Léa nature",3760084210159,Biscuits craquants saveur citron
606.0,,23.0,6.2,48.0,9.3,19.0,,0.02,0.008,1.0,-2.0,100.0,Seeberger,4008258107010,Cashew Kerne Nüsse
300.0,1275.0,75.5,75.0,0.5,0.1,0.5,0.5,0.0,0.0,2.0,18.0,0.0,Alnatura,4104420024564,Agavendicksaft
357.0,1511.0,73.5,0.1,1.7,0.3,9.9,3.8,0.1,0.04,1.0,-1.0,0.0,Tesco,5000119004000,Plain Flour
2.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.03,0.012,4.0,4.0,10.0,Robinsons,5000147030149,Robinsons Apple & Blackcurrant
426.0,1792.0,73.5,67.8,12.9,7.6,2.1,2.8,0.03,0.012,4.0,27.0,0.0450721153846132,Nestlé,5000189363069,After Eight
71.0,,8.3,4.4,3.2,1.0,1.6,,0.61,0.244,4.0,4.0,30.4917750907181,Patak's,5011308505017,Pataks Tikka Sauce 450g
0.0,,0.0,0.0,0.0,0.0,0.0,,0.02,0.008,4.0,4.0,0.0,"Coca-Cola, Coca-Cola-light",50112579,Coca Cola zéro
404.0,1703.0,76.0,73.0,5.8,3.4,6.4,9.3,0.02,0.008,4.0,,0.0,Cadbury,5034660021537,Cadbury hot chocolate
118.0,490.0,5.0,4.0,9.3,5.77,3.64,0.5,0.13,0.052,1.0,6.0,0.0,Lancashire Farm,5035251001310,Greek Style Natural Yogurt
190.0,,20.0,0.26,11.0,1.0,2.5,2.2,0.825,0.33,3.0,14.0,0.0,Tyrrell's,5060042640744,Hand-Cooked Crisps Lightly Sea Salted
305.0,,68.0,57.0,0.3,0.1,2.9,9.0,0.0,0.0,3.0,11.0,75.0,urban fruit,5060139430104,Gently baked mango
280.0,1170.0,63.0,42.0,0.0,0.0,1.9,10.0,0.0,0.0,3.0,5.0,100.0,"Bear, Bear Nibbles",5060139430647,Yoyos Raspberry Multipack 5 x
157.0,,34.0,29.0,0.7,0.2,0.5,1.8,3.5,1.4,4.0,21.0,96.1026828664801,Mizkan,5060336505063,Crosse And Blackwell Branston Pickle 720G
39.0,166.0,7.2,3.4,0.5,0.1,1.1,0.8,0.1,0.04,3.0,5.0,0.0,Oatly,7394376615894,Oatly! Bio Hafer/Oat
233.0,971.0,3.2,2.8,12.4,1.0,22.9,8.5,0.85,0.34,4.0,-6.0,14.225,"Nestlé, Garden gourmet",7613036077569,Les Bouchées Soja et Blé
290.0,,72.0,40.5,0.0,,0.0,,0.0,0.0,4.0,14.0,0.0,"Royal, Mondelez",7622300383947,Caramelo Liquido
35.0,147.0,6.3,4.4,0.1,0.0,1.2,1.1,0.35,0.14,3.0,-3.0,99.65,Cirio,8000320990113,Passata
822.0,3378.0,0.0,0.0,91.3,13.9,0.0,0.0,0.0,0.0,2.0,0.0,100.0,Filippo Berio,8002210500303,Extra Virgin Olive Oil
623.0,2587.0,44.0,42.0,47.0,34.0,5.0,,0.17,0.068,4.0,29.0,11.3636363636364,Lindt,8003340073545,Lindor Latte
73.0,305.0,9.3,6.0,3.5,0.4,1.1,1.3,0.9,0.36,4.0,0.0,93.8833333333333,Orlando,8410066000074,Tomate frito
435.0,,63.0,26.0,15.0,2.3,8.0,8.0,0.53,0.212,4.0,11.0,2.75,Gullón,8410376042887,Cuore di cereale. Biscotti di avena con frutti rossi
44.0,183.0,3.6,3.4,2.4,0.4,0.8,1.1,0.8,0.32,3.0,-2.0,98.5,Hacendado,8480000399342,Gazpacho Tradicional
262.0,,3.4,2.2,21.9,15.6,12.7,12.7,0.8,0.32,4.0,6.0,0.0,HACENDADO,8480000511942,Quesco fresco cabra
355.0,1487.0,86.0,0.0,0.5,0.1,0.5,1.0,0.01,0.004,2.0,4.0,0.0,"Maizena,Unilever",8711100080060,Harina Fina de Maíz
610.0,2524.0,6.0,3.9,51.8,4.3,25.8,,0.0,0.0,1.0,-5.0,100.0,Natural hapiness,8711299020953,Amandes
334.0,1398.0,42.0,22.0,17.0,8.1,4.5,1.0,32.7,13.08,,3.0,0.0,Knorr,8714100880142,Knorr Bouillon de Poule Bio 60g
141.0,599.0,29.0,26.0,0.7,0.1,0.7,,1.6,0.64,4.0,15.0,0.00830078125,Amora,8722700114703,Amora Sauce Barbecue Flacon Souple 490g
485.0,,65.0,46.0,22.0,13.0,5.6,,0.15,0.06,4.0,29.0,25.3333333333333,Manner,9000331607917,Original Neapolitaner
212.0,,13.5,9.0,15.2,8.0,3.8,3.3,1.9675,0.787,3.0,13.0,49.75,The Spice Tailor,5052675000224,Classic Butter Chicken Kit
200.0,835.0,0.0,0.0,12.0,3.1,23.0,0.0,0.88,0.352,3.0,2.0,21.7,Saveurs de nos Régions,20290221,Sardines huil.olive extra v.St Gil.
46.0,,6.2,1.7,1.9,0.8,0.8,0.6,0.504,0.2016,4.0,33.0,0.0,Nairn's,0612322000028,Stem Ginger Oat Biscuit Breaks
645.0,,9.6,4.5,53.4,7.7,28.6,5.8,0.885,0.354,3.0,5.0,83.3333333333333,"Stockwell & Co, Tesco",5057545696651,Roasted & Salted Peanuts
42.0,178.0,4.0,4.0,1.5,1.0,3.2,0.0,0.1,0.04,3.0,-1.0,0.0,Pilos ( Lidl ),20415044,
273.0,1130.0,1.5,0.6,24.0,8.5,12.5,0.5,2.2,0.88,4.0,21.0,0.0,"Dulano, Saint Alby",40897837,Fine de Poulet
43.0,,10.699999809265,10.60000038147,0.0,0.0,0.0,0.0,0.00050000002374873,0.0002,4.0,12.0,10.0,VITA KID'S,6111242923829,Boisson orange pasteurisée
234.0,,41.3,12.6,3.6,1.5,7.3,3.4,0.4925,0.197,4.0,6.0,5.42708333333333,Warburtons,5010044001012,4 Fruity Teacakes
36.0,,3.3,0.1,1.7,0.2,1.5,0.7,0.255,0.102,,16.0,50.0,Tesco,5054402114105,Plain Poppadom
95.0,334.0,14.7,9.0,3.0,2.0,2.3,0.0,0.0,0.0,,12.0,0.0,Danone,6111032007685,Yaourt
109.0,,0.0,,1.0,0.3,24.9,,0.9825,0.393,3.0,-2.0,0.0,Stockwell & Co.,5057753125769,Tuna Chunks
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,6111248360291,Eau de table purifiée
74.0,,4.4,4.4,4.8,,3.6,,,,1.0,,0.0,Graham's,5025840000978,Graham's Gold Smooth
530.0,2212.0,50.0,19.0,31.4,13.3,10.1,3.5,0.73,0.292,4.0,23.0,22.0,M&S Food,00395496,All Butter Pistachio and Almond Cookies
251.0,,43.3,2.8,4.5,0.6,8.1,2.4,1.08,0.432,3.0,5.0,1.2375,Clay Oven Bakery,5060151180766,Garlic & Coriander Naan Bread
603.0,,12.0,6.7,48.0,6.4,27.0,7.6,0.04,0.016,1.0,-9.0,100.0,GO ON,5900617038289,Peanut Butter Smooth
525.0,2237.0,56.0,2.5,30.0,2.8,6.0,3.4,1.3,0.52,4.0,13.0,0.710227272727273,Pringles,5053990155385,Sour cream & onion
115.2007648002,,20.3,4.9,1.8,1.4,2.6,3.1,0.1675,0.067,3.0,9.0,27.5,By sainsbury's,00388023,Fruit & Fibre
508.0,2120.0,55.0,0.5,28.0,2.9,6.8,4.2,0.89,0.356,3.0,10.0,12.7225,"Aldi,Specially Selected",4088600007878,Hand Cooked Crisps
32.0,,4.3,0.5,1.2,0.4,0.6,0.6,0.62,0.248,4.0,3.0,19.65625,Liebig,3036811367985,Velouté de poireaux et pommes de terre
65.0,274.0,7.1,5.5,2.6,1.8,3.3,,0.09,0.036,4.0,4.0,5.25,Biotiful,5060337220163,Kefir drink mango
407.0,,62.0,7.9,11.0,4.6,11.0,9.3,0.15,0.06,3.0,6.0,3.0,Terres et Céréales,3421557502767,Muesli au chocolat
55.0,,3.5999999046326,3.0999999046326,0.20000000298023,0.10000000149012,9.6999998092651,,0.13,0.052,4.0,-4.0,0.0,Isey,5690845000270,Skyr
286.0,1189.0,20.1,0.7,15.1,2.2,11.4,11.9,1.0,0.4,4.0,0.0,20.2666666666667,Grafschafter,4056489183631,Pure Kornkraft Haferbrot
410.0,,60.7,17.5,11.8,5.0,11.2,8.2,0.09,0.036,4.0,9.0,0.0621527777777764,"Crownfield,Lidl,Brüggen",4056489255499,Schoko Müsli
74.0,312.0,15.0,14.0,0.5,0.1,1.5,0.7,0.88,0.352,3.0,5.0,78.9,Amora,8710522922002,AMORA Ketchup 5 Ingrédients Flacon Souple 273g
180.000000003,753.0,29.8,1.4,3.4,1.6,5.4999999988,3.4,0.46,0.184,4.0,2.0,0.0,Rowan Hill Bakery,4056489239666,Seeded tortilla wraps
479.0,2003.0,58.0,15.0,22.0,1.7,8.4,7.5,0.15,0.06,4.0,2.0,25.6,"Karéléa, Léa Nature",3456300014242,Karéléa épautre noisette
153.0,631.0,5.8,3.5,13.9,1.1,1.0,,2.6,1.04,4.0,15.0,22.55,Bénédicta,3660603081935,Sauce crudités nature légère
115.0,486.0,0.5,0.5,2.8,1.0,22.0,0.5,1.8,0.72,4.0,7.0,0.225,Fleury michon,3302740047114,4 tr. Jambon SIMPLEMENT BON Sans couenne
459.0,1921.0,59.0,14.0,19.0,3.0,9.0,7.8,0.36,0.144,4.0,6.0,0.0,"Gerblé, Gerblé Bio",3175681272941,"Gerble - Organic Chocolate Cookie Flavored w/ Banana, 132g (4.7oz)"
,,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.012,1.0,0.0,0.0,Compagnie des Pyrénées,3760322850307,water
,,,,,,,,,,,,,,6111114001242,CARRION
38.0,,1.0,0.96,2.9,1.84,1.9,,0.2676,0.10704,4.0,17.0,0.0,The Laughing Cow,3073781159912,Cheese spread
265.0,1116.0,38.0,2.1,6.5,1.1,10.9,6.0,0.77,0.308,4.0,0.0,3.185,Jacksons,5056142400043,Multiseed bloomer
147.0,616.0,6.0,6.0,7.0,4.7,15.0,,1.5,0.6,4.0,7.0,0.0,The Laughing Cow,3073781160031,Light Cheese Triangles
483.0,2021.0,65.0,23.5,20.5,7.8,7.5,4.0,0.4675,0.187,4.0,20.0,0.8,Mulino Bianco pan di stelle,8076809580755,Pan di Stelle
385.0,1620.0,61.0,21.0,10.0,1.3,8.8,7.9,0.15,0.06,3.0,6.0,4.7,"U, U Bio",3256228686572,Céréales Muesli croustillant fruits rouges sachet 350g
124.0,,5.3,4.1,10.1,6.3,1.7,2.2,,,4.0,,0.0,Morrisons,5010525126500,Dominican Republic Dark Chocolate 72
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,0.0,0.0,"Nestlé, San Pellegrino",8002270766817,Essenza - Saveur Citron & Zeste De Citron
0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,Hacendado,8480000676375,Eritritol y sucralosa
390.0,,80.1,14.3,2.6,0.6,8.5,5.8,0.14,0.056,4.0,2.0,0.2578125,Harvest Morn,4088600505992,Multigrain Dino shape
485.0,,74.1,23.5,12.2,7.4,7.6,2.3,0.4,0.16,4.0,20.0,0.0,,6111261411079,Sable original
436.0,1825.0,43.0,8.9,23.0,4.3,7.0,17.0,0.19,0.076,4.0,6.0,31.625,Graze,5055958705465,Cocoa Orange Oat Boosts
359.0,,88.0,79.7,0.6,0.5,0.0,,0.04,0.016,2.0,19.0,0.0,lidl,4056489710066,Runny Honey
459.0,,63.4,26.9,17.5,4.9,8.7,6.4,0.33,0.132,4.0,13.0,0.0,"Crownfield, Lidl",4056489687344,Müesli crunchy
521.0,2177.0,57.1,43.2,27.8,14.2,9.8,,0.427,0.1708,4.0,30.0,0.5,"Ferrero,Kinder",8000500384794,Kinder tronky
179.0,,44.0,42.0,0.1,0.1,0.4,,1.3,0.52,3.0,20.0,13.1612215909091,Heinz,5000157147516,Sweet chilli
480.0,,67.0,27.0,19.0,4.9,8.1,4.4,0.51,0.204,4.0,16.0,2.2,Bjorg,3229820803876,Biscuits fourrés à l'amande
99.0,,17.0,17.0,1.0,0.6,5.4,,0.2,0.08,4.0,3.0,0.0,MALO,3278692500802,Yaourt
228.0,965.0,43.3,2.0,1.3,0.3,9.0,3.5,0.9,0.36,4.0,2.0,0.0,Sainsburys,01142945,Taste the Difference Brown Sourdough Bloomer
90.0,382.0,12.4,3.5,0.8,0.2,7.9,0.9,1.53,0.612,4.0,6.0,1.53,Hacendado,8480000625021,Palitos delicias - Surimi
545.0,2273.0,55.0,53.0,33.0,5.5,5.4,4.8,0.0,0.0,4.0,24.0,19.5,nocciolata,8052575090315,pâte a tartiner cacao noisette
169.0,,33.0,1.1,2.4,0.2,3.8,1.3,,,4.0,,10.2222222222222,Uncle Ben,5010034013803,Ben's Mexican style
,,,,,,,,,,,,0.0,,5449000318435,hawai tropical
66.0,280.0,15.4,13.6,0.0,0.0,1.3,0.0,0.04,0.016,4.0,15.0,0.0,Yakult,8713108000835,Yakult original
83.0,347.0,13.5,1.5,1.4,0.9,3.8,,0.1075,0.043,4.0,2.0,5.9375,Yeo Valley Organic,5036589255970,Kefir Honey Fermented Yoghurt
347.0,1452.0,49.0,48.0,16.0,10.0,0.4,1.6,0.2,0.08,3.0,24.0,80.0,Bonne Maman,3608580128397,Caramelised Apple Spread
477.0,,0.0,0.0,53.0,26.0,0.0,0.0,0.42,0.168,4.0,17.0,3.0,St Hubert,3366321055516,l'original
208.0,,19.0,0.9,9.1,0.7,12.0,0.8,0.64,0.256,3.0,1.0,9.375,Birds Eye,5000116128921,fish fingers
358.0,1477.0,1.4,0.5,39.0,11.0,0.5,,0.51,0.204,4.0,9.0,13.625,"Lätta, Upfield Deutschland",8719200282612,Lätta Halbfettmargarine
900.0,,0.0,,100.0,20.0,0.0,,0.0,0.0,,,0.0,,6111270700096,
,,,,,,,,,,,,,,6221048407833,
,,,,,,,,,,,,,,4005808816187,
,,,,,,,,,,,,,Nestlé,6111018909279,
,,,,,,,,,,,,,excelo,6111259347052,
635.0,2659.0,,0.7,70.0,,0.5,,1.75,0.7,4.0,,0.0,,6111203007520,tartine la Prairie classique 450g
,,,,,,,,,,,,,,4005900036162,
168.0,711.0,33.4,2.5,0.7,0.1,5.5,3.0,1.35,0.54,4.0,6.0,0.0,M&S,00018166,Ultimate Crumpets
222.0,936.0,36.5,2.2,2.3,0.4,10.0,7.5,1.03,0.412,4.0,-2.0,0.0550735294117644,Marks and Spencer,00246255,Soft Golden Wholemeal Farmhouse
285.0,1192.0,52.1,22.9,2.9,0.6,7.4,10.3,17.45,6.98,4.0,,39.0236111111111,Old El Paso,0046000815213,guacamole
200.0,,38.0,19.0,5.0,0.0,3.0,3.0,0.1875,0.075,4.0,11.0,24.7896634615385,Nature's Bakery,0047495112900,Fig Bar Blueberry
190.0,,8.0,4.0,16.0,3.5,7.0,3.0,0.2,0.08,3.0,6.0,75.8,Jif,0051500255650,Peanut Butter Spread
60.0,,12.0,1.0,0.5,,3.0,2.0,0.3,0.12,4.0,,0.0,Nature's Own,0072250037129,100% Whole Wheat
676.0,,5.0,2.1,70.0,12.0,3.3,,6.785,2.714,4.0,38.0,11.3125,Lee Kum Kee,0078895141849,Kee Chiu Chow Chilli Oil
165.0,,17.5,1.0,8.7,1.0,6.6,4.7,0.325,0.13,3.0,-2.0,66.3500000000001,M&S Food,00797016,Super Nutty Wholefood
103.0,435.0,23.2,20.9,0.5,0.1,1.2,1.1,0.01,0.004,1.0,2.0,100.0,Sainsbury's,01768558,5 Fairtrade Bananas
440.0,,85.0,,8.0,1.0,8.0,8.0,1.45,0.58,4.0,,0.604,Seeds of Change,0748404287947,Organic Quinoa & Brown Rice with Garlic
520.0,,50.0,,14.0,,50.0,,,,4.0,,0.0,"CHOCOQUIK, Güldenhof",1234567890128,Chocolat en poudre
400.0,,1.5,0.5,34.0,25.0,22.0,0.0,1.6,0.64,3.0,14.0,0.0,"Chêne D'argent,Duc de coeur",20024857,Tomme de brebis
131.692160611855,,20.8,0.5,3.9,0.5,2.1,2.2,0.7275,0.291,4.0,4.0,0.0143229166666667,Harvest Basket,20047900,Wedges lidl
501.0,,53.0,3.8,26.0,17.0,12.0,3.5,2.2625,0.905,3.0,27.0,0.0,Snaktastic,20071097,Flûtes feuilletées fromage
302.0,,1.4,1.4,24.0,16.0,20.0,,2.5,1.0,3.0,18.0,25.0,Milbona,20775995,Halloumi
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,98.0,39.2,2.0,,0.0,ChanteSel,20796273,Sel fin
269.0,,1.6,1.6,23.0,15.0,14.0,,2.0,0.8,4.0,17.0,0.0,Société,30005501,Société crème
472.0,1977.0,66.0,0.7,20.0,9.2,4.3,4.0,3.0,1.2,3.0,27.0,0.0,Belin,3017760361194,Chipster
477.0,2003.0,67.0,34.0,19.0,11.0,7.7,2.8,0.85,0.34,4.0,28.0,0.911057692307693,"LU, Mikado",3017760363396,Cioccolato al latte
61.0,,12.0,11.0,0.6,0.2,0.5,1.3,0.0,0.0,1.0,-2.0,99.9,Materne,3021760403167,Pom'Potes Bio - Pomme Bio
231.0,961.0,6.0,4.5,17.0,12.0,13.5,0.0,2.5,1.0,4.0,20.0,0.0,Président,3032220061193,PRESIDENT CROQUE EMMENTAL 12 TRANCHES 200g
20.0,83.0,4.9,4.9,0.5,0.0,0.5,0.0,0.01,0.004,4.0,4.0,10.5,"Danone,Volvic",3057640467233,"1,5L FRAISE VOLVIC"
22.0,,4.9,4.9,0.5,0.5,0.5,0.5,0.06,0.024,4.0,5.0,7.03749999999999,Badoit,3068320118451,BULLES DE FRUITS CITRON FRAISE
302.0,,75.1,75.1,0.0,0.0,0.38,,0.0,0.0,2.0,18.0,0.0,Miel l'Apiculteur,3088540202662,Miel l'Apiculteur Montagne
,,,,,,,,,,2.0,19.0,0.0,Lune de Miel,3088540404264,Miel de fleurs
115.0,486.0,0.5,0.5,2.8,1.0,22.0,,1.5,0.6,4.0,6.0,14.337890625,Fleury Michon,3095757901011,Le Supérieur - à l'Etouffée
510.0,2135.0,63.5,39.6,25.7,14.9,4.9,,0.34,0.136,4.0,28.0,5.225,"Delacre, Ferrero",3116430057761,Bruges Assortment Biscuits
410.0,,0.5,0.5,34.0,22.0,26.0,,0.8,0.32,3.0,11.0,0.0,Entremont,3123930650132,Comté Le Fruité
164.0,685.0,1.0,0.8,10.0,1.7,16.0,3.2,0.52,0.208,3.0,-2.0,0.549999999999997,Céréal Bio,3175681108943,Tofu fumé
373.0,1553.0,51.0,0.0,21.0,1.8,5.0,2.5,0.4,0.16,4.0,4.0,13.06,Gerblé,3175681187931,Moelleux saveur citron
295.0,1232.0,66.0,0.0,7.6,4.2,4.6,4.7,0.24,0.096,4.0,5.0,0.7,Gerblé,3175681187962,Génoise chocolat orange Gerblé sans sucres
122.131931166,511.0,14.000000001,9.0,6.3,4.2,1.599999999,,0.25,0.1,4.0,27.0,19.8,Bonne Maman,3178530407402,"Bonne Maman - Petits Cakes Fruits, 300g (10.6oz)"
303.0,1254.0,0.5,0.5,27.0,19.0,15.0,,1.2,0.48,3.0,12.0,0.0,"Fromageries des Chaumes, Le brebiou, Savencia",3222110003925,Le Brebiou des Pyrénées
745.0,3111.0,1.0,1.0,82.0,57.0,0.7,0.0,0.03,0.012,2.0,20.0,0.0,Président,3228020481167,Краве масло 82%
149.0,619.0,2.6,2.2,11.8,0.8,7.1,2.3,6.28,2.512,3.0,21.0,0.0,Bouton d'or,3250390008385,Moutarde de Dijon 370 gr
573.0,2455.0,36.0,28.0,44.0,28.0,8.4,9.0,0.01,0.004,4.0,20.0,0.0,"Les Créations, Producteur & Commerçant",3250390102625,Tablette dégustation chocolat noir 70% - 100g
529.0,2286.0,53.0,52.0,34.0,5.8,6.4,2.9,0.12,0.048,4.0,26.0,29.2916666666667,"Intermarché, Ivoria",3250390114178,Pâte à tartiner 13% SHP - 750g
209.0,923.0,4.4,4.0,20.0,14.0,6.3,0.5,0.99,0.396,3.0,15.0,0.0,"Les Mousquetaires, Páturages, Sélection des Mousquetaires",3250390253129,Naturais 150g
628.0,2602.0,11.0,5.9,51.0,6.8,27.0,7.0,0.01,0.004,3.0,-7.0,75.0,Bouton d'or,3250391910564,Cacahuètes grillées sans sel ajouté
478.0,2001.0,58.0,14.0,21.0,2.9,11.0,6.5,0.48,0.192,4.0,8.0,16.5,U,3256220394079,Céréales Muesli croustillant aux 4 noix paquet de 500g
338.0,1422.0,49.0,10.0,11.0,1.0,7.7,5.7,1.6,0.64,4.0,10.0,9.65,Brioche Pasquier,3256540002494,P'tits pains façon bretzel
145.0,605.0,0.8,0.6,9.0,1.5,14.0,2.5,0.0,0.0,3.0,-3.0,0.0,Céréal Bio,3259011034000,Tofu nature à cuisiner
,,,,,,,,,,1.0,-2.0,0.0,MÉO,3261342003723,Café
172.0,712.0,3.0,3.0,14.0,10.0,9.5,0.0,1.0,0.4,4.0,12.0,0.0,Carrefour Classic',3270190023104,Fromage de chèvre
242.0,1029.0,58.0,57.0,0.0,0.0,0.0,2.4,0.0,0.0,4.0,16.0,71.875,"Carrefour BIO, Carrefour",3270190127512,Confiture de fraises
563.0,2267.0,50.0,49.0,35.0,17.0,12.0,,0.1,0.04,4.0,30.0,27.5,Lucien Georgelin,3330720237255,
151.0,630.0,13.0,2.6,7.5,3.3,7.2,,0.67,0.268,3.0,5.0,38.28125,Maison Tino,3338310001279,Lasagnes de bœuf à la crème de mozzarella
458.0,1919.0,62.0,17.0,18.0,3.3,8.1,7.6,0.6,0.24,4.0,9.0,15.5,Evernat,3396411229213,Biscuits Croquants Avoine Chocolat
46.0,193.0,4.8,4.8,1.5,1.0,3.2,0.0,0.1,0.04,1.0,-1.0,0.0,lactel,3428271980031,Lait Bio Demi-Écrémé
276.0,1143.0,0.7,0.7,23.0,16.0,17.0,,2.2,0.88,3.0,17.0,0.0,"Carrefour,Carrefour Extra",3560070149278,Feta - Fromage
332.0,1399.0,54.0,1.3,8.0,0.9,9.3,3.0,1.3,0.52,4.0,7.0,7.72727272727273,Carrefour Sensation,3560070386352,Wraps
148.0,613.0,3.4,3.4,12.0,8.1,7.3,0.0,0.3,0.12,4.0,7.0,0.0,Carrefour,3560070514847,Ricotta
77.0,325.0,12.0,5.5,1.7,0.3,2.6,2.8,0.26,0.104,3.0,-2.0,85.5442371523406,"Carrefour, Carrefour Classic'",3560071006822,Maïs
328.0,1383.0,55.0,3.2,7.3,0.9,9.4,2.3,0.9,0.36,4.0,5.0,7.2,Epi d'Or,3564700816479,Wrap
372.0,1566.0,59.0,0.7,7.0,1.3,14.0,10.0,0.02,0.008,3.0,-5.0,0.0,Auchan,3596710443673,Flocons d'avoine
