energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,nova_group,nutrition_score,fruits_veg_nuts_percent,brands,code,product_name
631.0,,24.0,14.0,53.0,32.0,8.1,13.0,0.01,0.004,3.0,15.0,0.0,Alter Eco,3700214611548,Noir equitable 85% Pérou
510.0,2135.0,55.9,42.9,26.3,13.5,11.5,,0.445,0.178,4.0,30.0,0.0,"Ferrero,Kinder",8000500269169,Kinder Cards
539.0,2252.0,57.5,56.3,30.9,10.6,6.3,0.0,0.107,0.0428,4.0,31.0,13.0,"Ferrero, Nutella",4008400409627,Nutella
36.0,,5.1,4.5,0.5,0.1,1.6,,0.5,0.2,3.0,-2.0,99.5,MUTTI,80042563,famila Mutti Solo Pomodoro Parma Passierte italienische Tomaten 700g 1.99€ 1kg 2.84€
172.0,707.0,0.0,0.0,18.0,3.0,1.0,2.3,3.0,1.2,3.0,16.0,70.5,Baresa,20443375,Azeitonas Lidl
362.0,1526.0,66.2,13.2,2.0,0.5,11.1,17.2,0.63,0.252,3.0,1.0,0.0,"Crownfield, Lidl",20621483,Bran Flakes
28.6,,3.3,0.132,0.055,0.011,3.74,0.385,1.188,0.4752,4.0,22.0,12.5,Marmite,5000184201199,Marmite Yeast Extract
250.0,1104.0,30.0,1.2,0.1,0.0,34.0,3.5,10.8,4.32,4.0,22.0,12.5,Marmite,50184385,marmite
45.0,,11.0,11.0,0.0,,0.0,,0.6,0.24,1.0,-1.0,99.0,Vita Coco,0898999000503,Coconut Water The Original
390.0,1641.0,63.0,4.8,8.0,1.3,12.0,8.8,0.23,0.092,3.0,-2.0,0.0,Weetabix,5010029207880,Oatibix
270.0,,7.0,6.0,23.0,15.0,10.0,0.0,0.0,0.0,4.0,10.0,0.0,La Hollandaise,6111203005779,
200.0,,47.0,47.0,0.1,0.0,2.1,,1.475,0.59,3.0,20.0,63.5416666666667,Wilkin & Sons,0043647868039,Tiptree tomato ketchup
393.0,1656.0,65.0,9.0,6.4,1.6,13.0,11.0,0.18,0.072,4.0,-3.0,0.0,Hacendado,8402001015205,Avena Crunchy Cacao
174.0,746.0,13.0,0.5,0.5,0.1,0.5,0.0,14.9,5.96,4.0,,0.0,Mivolis,4058172309250,Magnesium
345.0,1451.0,51.0,8.7,11.0,1.2,9.3,2.4,0.9,0.36,4.0,11.0,0.0,"La Boulangère Bio, La boulangere",3284230011884,8 Pains au lait frais Bio 280g
425.0,1776.0,55.0,29.0,21.0,2.9,5.1,1.6,0.69,0.276,4.0,18.0,18.4833333333333,St Michel,3178530410143,Petites Madeleines pépites chocolat
375.0,1570.0,60.0,1.1,8.0,1.5,11.0,9.0,0.01,0.004,,-4.0,0.0,Quaker Oats,3168930003632,Flocons d'avoine complète
28.0,120.0,6.6,6.6,0.0,0.0,0.1,,0.03,0.012,4.0,1.0,9.43,"Oasis,Oasis Tropical",3124480186560,33CL CAN SLIM TROPICAL
378.0,,84.0,8.0,0.9,0.2,7.0,3.0,1.1,0.44,3.0,11.0,0.0,Kellogg's,5059319014814,Corn Flakes
125.0,518.0,4.6,4.4,10.0,6.7,4.1,,0.1,0.04,1.0,7.0,0.0,Brooklea,4088600266008,Greek style natural yoghurt
265.718141941289,,57.6470588235294,0.0,3.76470588235294,0.0,10.9411764705882,0.0,0.0,0.0,3.0,-2.0,1.5,NEW YORK BAKERY,5020364010151,NYC BAGEL Sesame
232.0,,43.8,2.2,1.2,0.2,11.7,6.5,0.77,0.308,4.0,-3.0,0.0,Jason's,5025125000198,Sourdough Wholemeal Ciabattin
900.0,,0.0,0.0,100.0,15.0,0.0,,0.0,0.0,2.0,5.0,,AFIA,6111245470023,Afia
461.0,1943.0,76.0,27.0,14.5,6.7,6.3,0.2,0.43,0.172,4.0,20.0,0.0,Bimo,6111031005279,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12325,0.0493,1.0,0.0,0.0,Rozana,3468570116601,ROZANA Eau Minérale Naturelle Pétillante 1.00 L
87.0,364.0,4.1,4.1,3.8,2.5,9.0,0.1,0.075,0.03,3.0,1.0,0.0,"Petit yoplait std, Yoplait",3329770051072,petit yoplait
502.0,2100.0,62.0,36.0,25.0,15.0,5.6,4.5,0.56,0.224,4.0,26.0,0.0,"Lu, Mondelez France",5410041010800,Petit écolier chocolat noir pur beurre de cacao
510.0,,63.6,35.0,26.0,17.0,7.3,3.6,0.4325,0.173,4.0,27.0,0.0,Bonne Maman,3178530407396,Petit Cookies Pépites de chocolat
371.0,1573.0,83.0,3.2,0.3,0.2,5.1,8.0,0.23,0.092,1.0,2.0,14.0,"Nestlé,Caro,Ricore",3033710003228,RICORÉ® aux céréales et à la chicorée solubles Boîte 250g
33.0,138.0,0.0,0.0,1.8,0.3,3.3,0.6,0.09,0.036,4.0,-5.0,8.7,Danone,5411188115496,"Alpro Sojadrink, Ungesüßt 1L"
,,,,,,,,,,4.0,,0.0,Ocean's Essentials,8718836397110,Premium Omega-3
745.0,,0.6,0.6,82.2,52.1,0.6,0.0,0.02,0.008,2.0,19.0,0.0,Tesco,5054775188321,Unsalted Butter
81.0,339.0,15.5,4.3,0.5,0.1,4.8,4.0,0.59,0.236,4.0,-2.0,93.493359375,Heinz,5000157024886,Heinz Baked Beans
383.3333,1605.0,71.3333,10.0,4.6667,1.0,9.3333,2.7,0.83333,0.333332,4.0,7.0,0.0,"Cheerios,Nestle",7613287195210,Cheerios Multigrain
167.0,,31.0,1.4,1.9,0.5,4.8,4.3,1.2,0.48,4.0,6.0,16.0724609375,Merchant Gourmet,5018095004341,Smoky Spanish-Style Grains & Rice
828.0,,0.0,0.0,92.0,14.0,0.0,0.0,,,2.0,,100.0,Primadonna,4056489102977,Extra Virgin Olive Oil
65.0,,7.9,3.8,2.9,0.2,1.1,1.5,0.21,0.084,4.0,16.0,23.125,Proper Corn,5060283760812,Sweet & salty popcorn
111.0,459.0,3.1,1.3,7.9,0.4,5.2,0.0,6.7,2.68,4.0,21.0,2.00714285714287,,6111250474641,Moutarde
618.0,,37.9,37.2,47.4,29.1,8.4,,0.25,0.1,3.0,29.0,0.0,Marks & Spencer,00938150,single origin milk chocolate
225.0,,3.6,,21.0,,3.8,0.0,0.0,0.0,3.0,,0.0,,6111246721735,Fromage blanc nature
144.0,,17.8,14.1,4.6,2.3,4.0,0.8,195.0,78.0,4.0,,0.0,Nestle,6111018909194,
82.0,341.0,5.8,5.8,5.4,0.7,1.5,2.1,0.62,0.248,3.0,0.0,97.4525,Cassegrain,3083680973939,Ratatouille cuisinée à la provençale
0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,4.0,0.0,Coke,5449000131843,Coca-Cola Zero
567.0,2331.0,0.0,0.0,63.0,17.0,0.0,0.0,0.35,0.14,4.0,9.0,25.0,Primevere,3155251204343,Tartine & cuisson doux à tartiner et à cuire
47.0,198.0,8.2,5.4,0.7,0.1,1.6,0.7,0.03,0.012,1.0,1.0,0.0,Alitey,8423352861402,Bebida de Avena
118.0,484.0,3.1,3.1,0.2,0.1,7.8,34.1,0.25,0.1,1.0,,0.0,"Nestlé,Nes,Nescafe",3033710077274,"NESCAFÉ NES, Café Soluble, Boite de 200g"
265.0,,35.0,2.1,7.8,1.0,10.0,7.5,1.3,0.52,4.0,0.0,0.0,Hacendado,8480000823021,Pan de molde con 52% centeno
225.0,941.0,7.4,1.1,19.0,1.7,4.6,4.0,1.0,0.4,4.0,5.0,30.2119140625,"Savencia,Tartare",3272770015516,Tartare 100% végétal au lait d'amande
220.0,913.0,4.8,0.6,16.0,1.3,12.0,6.1,0.74,0.296,4.0,-1.0,29.5,HAPPYVORE,3770016162043,Merguez Végétal
96.0,,21.0,18.8,0.9,0.4,0.8,,2.8525,1.141,4.0,20.0,1.78866477272728,Lea & Perrins,5000111041843,Lea and perrins
298.0,1248.0,77.73,66.11,0.0,0.0,0.0,,0.0,0.0,1.0,18.0,0.0,the-groovy-food-company,5060069170033,Agave Nectar
386.0,1607.0,33.0,8.9,22.0,4.0,6.3,17.0,0.23,0.092,4.0,,29.6166666666667,Graze,5055958701054,Protein Oat Boosts Cocoa Vanilla
900.0,3768.0,0.0,0.0,100.0,14.0,0.0,,0.0,0.0,,20.0,0.0,Lio,6111099000629,Huile de table
95.0,,17.5,9.4,1.4,0.5,3.2,,0.0,0.0,,2.0,,Jaouda,6111242105676,LADID
232.0,,28.0,14.0,12.0,6.0,2.0,1.0,0.25,0.1,,27.0,,Be,6111259346710,
378.0,,84.0,8.0,0.9,0.2,7.0,3.0,1.1,0.44,3.0,11.0,0.0,Kelloggs,5059319030517,Corn Flakes
576.0,2697.0,12.0,5.9,48.0,10.0,25.0,0.0,0.5,0.2,3.0,8.0,95.8333333333333,Ethiquable,3760091721747,Beurre de cacahuètes du Nicaragua
439.0,1846.0,68.0,16.0,14.0,1.4,7.5,5.6,0.3,0.12,4.0,8.0,5.3,Gerblé,3175681257542,Cranberry saveur amande
448.0,,60.0,17.0,17.0,1.6,9.5,8.7,0.42,0.168,3.0,7.0,0.0,Gerblé BioGerblé,3175681257535,"Gerble - Organic 3 seeds Kasha Sesame Poppy Cookie, 132g (4.7oz)"
416.0,1748.0,60.0,18.0,13.0,4.3,9.8,10.0,0.11,0.044,4.0,9.0,0.0,Hacendado,8480000095367,"Muesli con quinoa, chía y chocolate negro"
628.0,2603.0,13.7,5.2,51.2,13.7,25.6,4.9,1.0,0.4,3.0,10.0,91.0,Whole Earth,5013665108344,Smooth Organic Peanut Butter
458.0,1914.0,71.0,28.0,17.0,9.0,5.0,0.3,0.82,0.328,4.0,25.0,0.0,arluy,8412674005021,Megachok
390.0,1635.0,70.0,2.2,3.7,0.5,15.0,7.0,0.02,0.008,4.0,-6.0,0.0,Pasquier,3182189999805,Biscottes sans sel et sans sucre ajoutés
58.0,,9.9,9.8,0.0,0.0,0.0,,0.02,0.008,4.0,17.0,0.0,ice,6111243860383,ice POMME 1.5l
0.0,,0.0,0.0,,0.0,0.0,0.0,5.0,2.0,,,0.0,Pepsi cola,6111252421971,Aquafina
20.0,85.0,4.8,4.8000001907349,0.0,0.0,0.0,,16.0,6.4,4.0,4.0,0.0,,5449000132277,fanta tops lemon 1.5l
248.0,,9.5,0.0,20.0,17.0,8.0,,4.25,1.7,4.0,30.0,0.0,Cremio,6191585701858,كريميو
293.0,1233.0,40.0,3.0,8.0,0.8,11.0,8.7,1.0,0.4,4.0,-2.0,6.15000000000004,Harry's,3228857002245,Pain de mie american sandwich rustique sans sucres ajoutés 500g
440.0,,73.0,23.0,12.0,7.8,8.0,3.0,1.3775,0.551,4.0,24.0,0.0,"LU, Mondelez, Mondelez international",7622210988034,Véritable petit beurre
725.0,2982.0,0.7,0.7,80.0,56.0,0.6,0.0,2.0,0.8,2.0,29.0,0.0,"Elle & Vire, Savencia",3451790988813,Le Beurre Tendre Demi-Sel Barquette
40.0,169.0,9.5,9.4,0.1,0.0,0.1,,0.01,0.004,4.0,11.0,27.0,"Orangina, Orangina Schweppes France, Schweppes International Limited",3124480184344,Orangina
205.0,,3.0,3.0,17.8,13.2,8.3,0.0,1.3,0.52,4.0,15.0,0.0,"Savencia, St Moret",3272770004725,"9 Minis St Moret (17,8% MG)"
619.0,2562.0,24.0,14.0,51.0,31.0,11.0,11.0,0.0,0.0,3.0,15.0,0.0,Ethiquable,3760091722508,Chocolat noir 85% Madagascar
151.0,631.0,3.5,0.0,11.0,0.5,7.0,0.0,5000.0,2000.0,3.0,21.0,0.0,MAILLE,3036810201280,Dijon Originale
16.0,64.0,0.0,0.0,1.5,0.3,0.5,0.0,0.08,0.032,4.0,0.0,3.0,Hacendado,8480000239266,Almendra
136.0,,27.5,3.9,0.4,0.1,9.5,7.5,0.9,0.36,4.0,-5.0,87.0228515625,"HAUGEN-GRUPPEN AS,Heinz",5000157078773,Heinz Beanz No Added Sugar
,84.9,4.56,4.56,0.0,0.0,0.0,,13.0,5.2,4.0,8.0,0.0,"Schweppes,Coca Cola",5449000044808,
44.0,185.0,6.8,2.5,1.8,0.2,0.2,,0.1,0.04,3.0,5.0,0.0,Minor Figures,5060406080452,Barista Organic Oat M*lk
517.0,,56.0,4.1,29.0,2.9,6.3,3.5,1.0825,0.433,4.0,13.0,0.0,Pringles,5053990161966,Pringles Texas BBQ 165g ajman
359.0,1527.0,89.1,79.8,0.3,0.1,0.1,0.0,0.03,0.012,2.0,19.0,0.0,Specially Selected,4088600225425,Canadian Maple Syrup
412.0,,54.6,,18.5,,7.0,1.6,,,4.0,,20.0,Excelo,6111259344501,Extrem
270.0,1127.0,44.0,5.3,4.3,0.5,10.0,6.2,1.0,0.4,4.0,1.0,3.3515625,Jacquet,3029330069898,
165.0,698.0,29.0,2.8,2.9,1.4,4.6,1.4,0.47,0.188,4.0,4.0,0.0,"Heudebert,Lu,Mondelez",7622210416681,Biscottes
496.0,2078.0,62.5,28.5,23.6,12.4,6.7,3.0,0.94,0.376,4.0,28.0,0.0,McVitie's,5000168198514,Sablés chocolat
352.0,1460.0,0.1,0.1,27.5,18.5,26.0,,1.5,0.6,3.0,14.0,0.0,Leerdammer,8721800402055,Leerdammer original 8 tranches 200g
720.0,3011.0,1.4,1.3,79.0,6.1,1.1,,1.2,0.48,4.0,6.0,0.0,Hellmann's,5000184321071,Real Mayonnaise
230.0,,25.0,11.0,11.8,5.1,5.0,3.0,0.24,0.096,3.0,20.0,23.25,Deliciously Ella,5060482840766,Peanut Butter Oat Bars
48.0,,7.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,4.0,-2.0,0.0,Jaouda,6111242101852,لينيا
424.0,1765.0,33.0,28.0,22.0,3.5,16.0,16.0,0.01,0.004,4.0,,96.0,Nakd,5060088700105,NAKD PROTEIN - Cacao noisette - 45g (16x1p)
,,,,,,,,,,,,0.0,,6118000040361,Chargement…
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,6111128000477,Eau minérale
99.0,,15.5,15.5,2.5,1.5,3.5,,0.15,0.06,,,0.0,,6111266962569,6111266962569
572.0,2384.0,49.5,41.2,37.3,17.3,8.6,,0.272,0.1088,4.0,30.0,10.8,Kinder,8000500037560,Kinder Bueno
408.0,1722.0,73.0,6.8,7.3,3.4,11.0,3.6,1.2,0.48,4.0,13.0,0.0,Heudebert,7622210416629,La Biscotte 96% de céréales
85.0,359.0,12.5,4.7,0.6,0.1,4.6,5.9,0.6,0.24,4.0,-5.0,94.7312400212879,Branston,5000232902450,Baked Beans
828.0,,0.0,0.0,92.0,14.0,0.0,,0.0,0.0,2.0,0.0,100.0,PRIMADONNA,4056489608264,Huile d'olive bio
358.0,,68.1,4.4,2.0,0.6,12.0,10.0,0.28,0.112,3.0,-3.0,0.0,By Sainsbury's,00130509,Wheat Biscuits
253.0,1052.0,6.0,,21.0,,10.0,0.0,,,4.0,,0.0,Khayrat,6111245341019,
10.0,,1.7,0.0,0.0,0.0,1.0,,1.0,0.4,4.0,4.0,0.0,,8681480324484,
37.0,,8.7,7.9,0.01,0.01,0.5,,0.0,0.0,4.0,9.0,3.955,Danone,6111032006985,Danao Pèche-Abricot
533.0,2226.0,58.4,16.2,30.3,18.9,5.6,2.1,0.7,0.28,3.0,23.0,0.0,Walker’s,0039047011304,Shortbread Fingers
563.7,,0.0,0.0,62.1,0.0,1.2,0.0,,,4.0,,0.0,Bol Bol,6111250475129,Mayonnaise
88.1,,14.3,9.3,1.7,1.2,3.9,,0.0,0.0,,3.0,0.0,Jaouda,6111242102941,Yogurt Bnine BANANA
265.0,1110.0,24.8,22.1,3.2,1.4,36.0,,0.4925,0.197,4.0,12.0,0.0,Chergui,6111126005696,Proteines Mangue
557.0,2325.0,55.0,52.0,34.0,5.6,6.2,3.3,0.06,0.024,4.0,25.0,10.0,"Jardin bio, Léa Nature",3478820023184,Pâte à tartiner chocolat noisette
221.0,122.0,3.2,3.2,1.6,0.2,0.4,0.3,0.14,0.056,4.0,4.0,2.8,Promise Gluten Free,5411188110842,Rich and indulgent Hazelnut
102.0,,3.7,3.6,8.1,5.4,2.9,0.5,0.0975,0.039,3.0,6.0,0.0,envia,20665241,Yaourt à la grecque
522.0,2177.0,52.0,1.1,31.0,2.6,6.3,4.8,1.7,0.68,4.0,14.0,0.0,Brets,3497917000907,Chips saveur fromage du Jura
130.0,,4.8,4.8,8.3,6.0,9.0,,0.0019,0.00076,4.0,4.0,0.0,Hacendado,8480000512239,Queso Blanco Pasteurizado Light
199.0,,3.3,3.3,16.8,11.7,8.2,0.5,1.0,0.4,4.0,13.0,0.0,Milbona,4056489367260,Mon p'tit plaisir
0.0,,0.0,0.0,0.0,0.0,0.0,,5.5,2.2,1.0,0.0,0.0,cevital,6130234001147,Lala kheddidja
46.0,,11.0,11.0,0.0,0.0,0.0,,0.0975,0.039,4.0,12.0,0.0,Red Bull,90162602,Redbull
643.0,2690.0,14.1,3.8,54.3,7.9,27.7,6.7,1.0825,0.433,3.0,5.0,97.0,Whole Earth,5013665113133,Crunchy Peanut Butter
530.0,2182.0,0.5,0.5,59.0,12.0,0.5,0.0,0.8,0.32,4.0,8.0,37.7583333333333,Flora proactiv,8719200252332,proactiv
203.0,,27.0,6.4,8.1,1.2,5.2,5.9,0.01,0.004,4.0,6.0,43.25,Deliciously Ella,5060482841565,Nutty Granola
494.0,2074.0,71.0,31.0,21.0,10.2,5.8,1.2,0.1,0.04,4.0,24.0,0.0,Excelo,6111259341517,Top cookies
230.0,,30.0,2.5,7.3,3.0,10.0,2.3,1.18,0.472,3.0,5.0,16.615,Crosta & Mollica,5060198643156,Margherita Sourdough Pizza
254.0,,32.0,,13.0,,2.05,,,,,,0.0,Be,6111259346345,Be Cooky
278.0,1202.0,47.1,6.5,5.2,0.5,8.1,5.0,1.18,0.472,4.0,4.0,7.48374999999999,HARRYS,3228857000883,Extra moelleux nature
103.088,,20.944,0.163,0.8704,0.19,2.3664,0.979,0.068,0.0272,3.0,1.0,0.0,Bjorg,3229820794624,Galettes riz complet Bio
452.0,1894.0,54.0,3.8,19.0,1.8,13.0,7.2,1.1,0.44,4.0,8.0,47.0661644345238,"Natu' & Bon,Vico",3336971805038,Chips de lentilles saveur tomate mozza
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,1.0,0.0,0.0,Courmayeur,8024884500403,COURMAYEUR Eau Minérale Naturelle 1.50 L
60.0,,4.7,,2.0,,5.8,,,,4.0,,0.0,Hacendado,8480000213587,Griego Ligero Natural
122.0,,28.3,23.1,0.1,0.0,0.9,,1.3,0.52,4.0,12.0,54.5673076923077,HP Sauce,5000111047517,HP the Original Brown Sauce
374.0,,66.0,21.0,5.6,0.9,11.0,7.7,0.25,0.1,4.0,6.0,14.0,Weetabix,5010029226133,Alpenmüsli The Original Swiss Style
683.0,,12.0,3.9,55.0,12.0,30.4,9.2,7.5e-05,3e-05,1.0,-6.0,100.0,Maribel,4056489620938,Crema de cacahuete
20.0,120.0,7.0,7.0,0.0,0.0,0.1,0.0,0.0625,0.025,2.0,20.0,0.0,Alsa,6111005054098,sucre arôme vanille
132.0,,3.8,3.3,10.3,7.2,6.1,,0.1975,0.079,1.0,6.0,0.0,Tesco,5052320269839,Tesco Finest Greek Yoghurt
139.0,,17.0,,6.1,0.688,3.4,2.7,0.1336,0.05344,3.0,,0.0,Nairn's,0061232202952,Fine Milled Oatcakes
18.0,70.0,2.5,1.5,0.5,0.5,0.9,0.0,93.6,37.44,2.0,,28.125,A.Vogel,7610313390076,Herbamare original
60.0,250.0,5.5,5.0,3.1,0.3,1.4,2.2,1.0,0.4,3.0,0.0,94.2916666666667,Barilla,8076809513388,Arrabbiata
243.0,1038.0,42.0,3.8,3.0,0.3,8.7,6.6,1.2,0.48,4.0,2.0,12.0,Jacquet,3029330071280,Pain complet
416.0,,64.0,21.0,12.0,1.5,11.0,6.2,0.03,0.012,4.0,9.0,15.75,Jordan,5010477353115,Crunchy Oat Granola Raisin & Almond
107.0,444.0,6.5,0.3,7.1,0.9,3.3,2.0,0.37,0.148,3.0,,60.9,Tesco,10066980,Organic Houmous
89.0,375.0,15.3,14.9,0.5,0.1,4.3,2.9,0.05,0.02,1.0,2.0,75.0,"Sainsbury's,by sainsbury's",00359047,Italian Tomato Purée Double Concentrate
384.0,,85.0,22.0,1.5,0.1,5.2,4.6,0.4,0.16,4.0,9.0,0.0,KELLOG'S,5059319023762,Miel pops
,,,,,,,,,,,,,,6111259375628,
0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,4.0,0.0,Coca-Cola®,5000112611878,PET 1.75L COCA COLA® ZÈRO
362.0,1531.0,69.0,4.2,2.0,0.6,12.0,10.0,0.28,0.112,3.0,-3.0,0.0,Weetabix,5010029202410,Weetabix
707.0,2958.0,0.6,0.6,78.0,38.0,0.5,0.0,0.885,0.354,2.0,21.0,26.0,Danpack,20072360,Danpak spreadable
559.0,2333.0,56.0,50.0,35.0,19.0,5.0,0.2,0.45,0.18,,32.0,0.0,Milka Oreo,7622210834751,Milka oreo
97.0,,2.8,2.8,4.5,3.0,11.5,0.0,0.52,0.208,3.0,1.0,0.0,Milbona,20994945,Cottage Cheese
229.0,,3.2,3.2,21.5,13.7,5.6,0.3,0.7375,0.295,4.0,13.0,0.0,Emporium,4088600046648,Original Full Fat Soft Cheese
55.0,,7.5,2.0,1.9,0.6,1.2,1.2,0.0645,0.0258,3.0,10.0,0.0,Nairn's,0612322000202,Fruit & Seed Oatcakes
,,,,,,,,,,,,0.0,Rinomicine,6118000090762,rinomicine
262.0,,3.0,,20.0,13.0,20.0,,,,3.0,,0.0,,6111246721957,Le berger From blanc Nat
42.0,,0.5,0.5,3.4,2.3,2.4,,0.95,0.38,,27.0,0.0,,6111028001246,vqr 24p original
373.0,1569.0,60.7,18.9,8.4,2.8,9.3,8.5,0.03,0.012,1.0,6.0,17.5,Jordans,5010477348630,"Muesli bio 36% fruits, noix & graines"
241.0,1023.0,59.0,59.0,0.1,0.0,0.4,1.2,0.0,0.0,4.0,16.0,65.0,Bonne Maman,3608580758686,Confiture Fraises
567.0,2353.0,32.0,27.0,42.0,26.0,9.6,12.0,0.03,0.012,4.0,19.0,0.0,"Carrefour BIO, Carrefour",3270190127765,Chocolate negro
431.0,1796.0,45.0,24.0,24.0,3.2,5.9,5.3,0.5,0.2,4.0,13.0,17.575,Brossard,3660140948258,Savane
48.0,,11.0,11.0,0.0,,0.0,,0.125,0.05,4.0,8.0,0.0,"Aquarius, The Coca-Cola Company",50112784,Lemon
137.9,,17.85,15.05,5.6,1.085,3.045,3.01,0.0105,0.0042,4.0,12.0,95.0,Nakd,5060088701447,Cocoa Orange
387.0,,85.2,6.1,1.2,0.3,7.7,2.5,0.59,0.236,3.0,4.0,0.0,Tesco,5000436616443,Corn Flakes
488.0,2039.0,57.2,23.4,24.1,14.6,6.8,7.4,0.0,0.0,3.0,18.0,0.0,Kallø,5013665103028,Belgian Dark Chocolate Rice Cake Thins imp
596.0,,0.3,0.3,66.0,27.8,0.3,,1.3,0.52,2.0,20.0,18.75,Country Life,5010171005006,Spreadable Tub
522.0,2186.0,71.8,71.7,25.5,0.0,1.31,0.0,0.2675,0.107,,22.0,0.0,null,6111265980229,Nutabella
41.0,175.0,4.8,4.8,1.0,0.6,3.3,,0.1,0.04,3.0,-1.0,0.0,candia,3176571983008,Viva lait 1/2 écrémé
334.0,1400.0,48.0,18.0,3.5,0.7,14.0,27.0,0.95,0.38,4.0,8.0,0.0,Kellogg's,3159470001424,Céréales All Bran Kellogg's Fibre Plus
46.0,,0.2,0.2,1.12,0.4,8.8,,0.56,0.224,4.0,5.0,2.38427734375,Fleury Michon,3302740047404,Le Supérieur -25% de Sel - Conservation sans Nitrite
270.0,1147.0,63.6,50.2,0.8,0.2,1.3,1.9,0.01,0.004,4.0,17.0,54.1666666666667,Clement Faugier,0022314010025,Crème de marrons de l'Ardèche
,,,,,,,,152.5,61.0,1.0,0.0,0.0,Sabrine,6194007510014,eau minérale naturelle
25.0,106.0,4.0,4.0,0.2,0.1,1.4,0.9,0.09,0.036,1.0,-4.0,91.25,Tesco,5031021164032,Italian Chopped Tomatoes
49.0,,6.2,4.6,2.3,0.3,0.5,0.5,0.09,0.036,3.0,6.0,0.0,Rude health,5060120281975,Organic Oat Drink imp
601.0,2477.0,8.0,3.0,54.0,33.0,13.0,17.0,0.02,0.008,3.0,12.0,0.0,Montezuma's,5060719920001,Absolute black dark chocolate
55.0,231.0,4.8,1.5,2.3,1.4,3.5,0.9,0.65,0.26,3.0,3.0,51.275,Yorkshire Provender,5056053308742,Roast chicken and traditional vegetables
542.0,,58.4,57.3,32.9,7.3,3.1,,0.05,0.02,4.0,28.0,0.0,,6111255771196,Noisetta
493.0,,72.0,72.0,19.7,9.58,7.0,,0.725,0.29,4.0,33.0,0.0,Excelo,6111259341654,eyoo
0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,4.0,4.0,0.0,"Pepsi zero, PepsiCo",3502110009357,Pepsi Max
420.0,1765.0,62.0,12.0,13.0,3.1,10.0,7.5,0.01,0.004,4.0,6.0,0.0,Bjorg,3229820798110,Granola Chocolat
44.0,185.0,5.4,4.4,0.1,0.0,1.6,,0.05,0.02,4.0,-1.0,63.28125,Heinz,8715700112596,"Ketchup zéro sel ajouré, 70% moins de sucres"
314.0,1318.0,42.0,5.0,11.0,0.9,9.1,5.3,1.0,0.4,4.0,2.0,0.0,"La Boulangère Bio,La boulangere",3760049798029,Tartines Bio quinoa & graines 450g
21.0,,1.1,0.7,0.1,0.0,4.0,,0.000825,0.00033,4.0,-5.0,19.140625,Elle & Vire,3480341000704,Carré frais 0 pourcent ail et fines herbes
823.0,3382.0,0.0,0.0,91.0,13.0,0.0,,0.0,0.0,2.0,0.0,100.0,"Carrefour BIO,Carrefour",3560070910366,Huile d'olive vierge extra
,,,,,,,,97.7,39.08,2.0,,0.0,la baleine,3183280000728,Sel Moulu de Méditerranée
544.0,2276.0,48.0,45.6,35.0,22.0,4.8,,0.1,0.04,4.0,29.0,0.0,"Fin Carré, lidl",20022471,Čokoláda na vaření
322.0,1359.0,59.0,7.5,0.5,0.1,11.0,20.0,0.48,0.192,,,0.0,Bellarom,20920210,Chicorée Café
480.0,2010.0,67.0,31.0,20.0,8.6,5.9,4.0,0.45,0.18,4.0,22.0,0.0,Gullon,8410376017113,Biscuits Mega Duo imp
113.0,,20.7,5.3,1.4,0.3,3.0,2.9,0.235,0.094,4.0,7.0,0.0,Cheerios Multigrain,7613287157201,Cheerios Multigrain
544.0,2270.0,54.0,51.0,32.0,5.7,8.1,3.6,0.12,0.048,4.0,24.0,18.5,Rigoni di Asiago,8052575090247,Nocciolata
129.0,545.0,23.3,0.2,2.1,0.5,2.8,3.0,0.03,0.012,3.0,2.0,0.0,Tilda,5011157888132,Tilda Steamed Brown Basmati Rice
50.0,,15.0,10.0,10.0,0.5,1.5,,,,,,0.0,,6111242660373,Beurre badaouia
,,,,,,,,,,,,0.0,Danone,6111032007968,Crème caramel
350.0,,78.0,59.0,2.1,0.5,4.1,1.8,,,4.0,,0.0,Flash,6111199000017,Flash Wondermint Gum
91.0,,18.35,0.09,0.0,0.0,4.13,0.0,0.0,0.0,,,,maroc,6111162001416,Delicia
448.96,1878.43,57.67,34.9,22.19,11.9,4.64,3.56,0.27,0.108,4.0,25.0,0.0143750000000011,be,6111259346352,cooky
35.0,148.0,5.6,3.3,1.2,0.2,0.0,1.0,0.08,0.032,4.0,4.0,0.0,Vemondo,4056489997511,Bio Hafer
534.0,,53.4,45.4,31.8,11.0,6.8,,0.6975,0.279,4.0,32.0,23.2,"Nutella, Ferrero",8000500426494,Nutella Plant-Based
